Episode,Total Reward,Goal Reached
1060,-113.0,False
1061,81.0,True
1062,-28.0,False
1063,-29.0,False
1064,-28.0,False
1065,-28.0,False
1066,-28.0,False
1067,82.0,True
1068,-28.0,False
1069,-113.0,False
1070,-113.0,False
1071,-28.0,False
1072,82.0,True
1073,-28.0,False
1074,-28.0,False
1075,-29.0,False
1076,-28.0,False
1077,82.0,True
1078,-113.0,False
1079,-28.0,False
1080,82.0,True
1081,82.0,True
1082,-28.0,False
1083,82.0,True
1084,-28.0,False
1085,82.0,True
1086,-28.0,False
1087,-28.0,False
1088,-113.0,False
1089,82.0,True
1090,-113.0,False
1091,82.0,True
1092,82.0,True
1093,82.0,True
1094,82.0,True
1095,-29.0,False
1096,-28.0,False
1097,82.0,True
1098,-28.0,False
1099,-28.0,False
1100,-29.0,False
1101,-28.0,False
1102,-28.0,False
1103,-28.0,False
1104,-28.0,False
1105,-113.0,False
1106,82.0,True
1107,-29.0,False
1108,-28.0,False
1109,-113.0,False
1110,-28.0,False
1111,-28.0,False
1112,-28.0,False
1113,-113.0,False
1114,-113.0,False
1115,82.0,True
1116,-28.0,False
1117,82.0,True
1118,82.0,True
1119,-28.0,False
1120,-28.0,False
1121,82.0,True
1122,-28.0,False
1123,82.0,True
1124,-113.0,False
1125,-113.0,False
1126,-113.0,False
1127,-113.0,False
1128,-28.0,False
1129,82.0,True
1130,-113.0,False
1131,-28.0,False
1132,82.0,True
1133,-113.0,False
1134,82.0,True
1135,-113.0,False
1136,83.0,True
1137,-28.0,False
1138,82.0,True
1139,81.0,True
1140,-28.0,False
1141,-28.0,False
1142,-28.0,False
1143,-113.0,False
1144,82.0,True
1145,-28.0,False
1146,-28.0,False
1147,82.0,True
1148,82.0,True
1149,82.0,True
1150,82.0,True
1151,-113.0,False
1152,-113.0,False
1153,82.0,True
1154,82.0,True
1155,-113.0,False
1156,-113.0,False
1157,83.0,True
1158,-28.0,False
1159,82.0,True
1160,82.0,True
1161,82.0,True
1162,-28.0,False
1163,-28.0,False
1164,-28.0,False
1165,-28.0,False
1166,-28.0,False
1167,-28.0,False
1168,-29.0,False
1169,82.0,True
1170,-28.0,False
1171,-28.0,False
1172,81.0,True
1173,-28.0,False
1174,-28.0,False
1175,-28.0,False
1176,-113.0,False
1177,-28.0,False
1178,83.0,True
1179,82.0,True
1180,-113.0,False
1181,82.0,True
1182,82.0,True
1183,-113.0,False
1184,83.0,True
1185,82.0,True
1186,82.0,True
1187,82.0,True
1188,82.0,True
1189,82.0,True
1190,-113.0,False
1191,-28.0,False
1192,82.0,True
1193,82.0,True
1194,82.0,True
1195,-29.0,False
1196,-113.0,False
1197,82.0,True
1198,-28.0,False
1199,-28.0,False
1200,-113.0,False
1201,82.0,True
1202,-28.0,False
1203,-113.0,False
1204,-28.0,False
1205,82.0,True
1206,-28.0,False
1207,-28.0,False
1208,-28.0,False
1209,82.0,True
1210,-28.0,False
1211,-28.0,False
1212,82.0,True
1213,-28.0,False
1214,-113.0,False
1215,-29.0,False
1216,-28.0,False
1217,-28.0,False
1218,-28.0,False
1219,-113.0,False
1220,-28.0,False
1221,-28.0,False
1222,-113.0,False
1223,-28.0,False
1224,82.0,True
1225,82.0,True
1226,82.0,True
1227,82.0,True
1228,-28.0,False
1229,82.0,True
1230,82.0,True
1231,82.0,True
1232,82.0,True
1233,82.0,True
1234,-28.0,False
1235,-28.0,False
1236,82.0,True
1237,82.0,True
1238,-113.0,False
1239,82.0,True
1240,82.0,True
1241,82.0,True
1242,82.0,True
1243,-28.0,False
1244,82.0,True
1245,-113.0,False
1246,82.0,True
1247,-28.0,False
1248,82.0,True
1249,-28.0,False
1250,82.0,True
1251,82.0,True
1252,82.0,True
1253,-113.0,False
1254,82.0,True
1255,83.0,True
1256,82.0,True
1257,-113.0,False
1258,82.0,True
1259,82.0,True
1260,-28.0,False
1261,-113.0,False
1262,83.0,True
1263,-113.0,False
1264,-113.0,False
1265,-28.0,False
1266,82.0,True
1267,81.0,True
1268,82.0,True
1269,-113.0,False
1270,82.0,True
1271,82.0,True
1272,-113.0,False
1273,-28.0,False
1274,81.0,True
1275,-113.0,False
1276,82.0,True
1277,82.0,True
1278,82.0,True
1279,82.0,True
1280,-113.0,False
1281,-28.0,False
1282,-113.0,False
1283,82.0,True
1284,82.0,True
1285,82.0,True
1286,82.0,True
1287,-28.0,False
1288,-113.0,False
1289,83.0,True
1290,83.0,True
1291,82.0,True
1292,82.0,True
1293,82.0,True
1294,83.0,True
1295,82.0,True
1296,-113.0,False
1297,82.0,True
1298,82.0,True
1299,-28.0,False
1300,82.0,True
1301,83.0,True
1302,-28.0,False
1303,-113.0,False
1304,-28.0,False
1305,82.0,True
1306,-28.0,False
1307,-113.0,False
1308,82.0,True
1309,82.0,True
1310,82.0,True
1311,-28.0,False
1312,83.0,True
1313,-113.0,False
1314,-28.0,False
1315,-28.0,False
1316,82.0,True
1317,82.0,True
1318,-28.0,False
1319,-113.0,False
1320,-113.0,False
1321,-28.0,False
1322,-113.0,False
1323,-28.0,False
1324,83.0,True
1325,83.0,True
1326,-113.0,False
1327,82.0,True
1328,-113.0,False
1329,-28.0,False
1330,83.0,True
1331,-113.0,False
1332,-113.0,False
1333,82.0,True
1334,-28.0,False
1335,-113.0,False
1336,83.0,True
1337,82.0,True
1338,-113.0,False
1339,82.0,True
1340,-113.0,False
1341,-28.0,False
1342,82.0,True
1343,83.0,True
1344,-113.0,False
1345,82.0,True
1346,82.0,True
1347,-28.0,False
1348,-113.0,False
1349,-28.0,False
1350,-113.0,False
1351,82.0,True
1352,-28.0,False
1353,82.0,True
1354,-27.0,False
1355,-28.0,False
1356,83.0,True
